sample_id,cheating_score,label_id,cheating_label,gaze_away_count,gaze_away_total_sec,head_turn_count,head_turn_max_angle,phone_detected_count,multiple_faces_count,audio_anomaly_count,whisper_detected_count,tab_switch_count,fullscreen_exit_count,identity_mismatch_flag,typing_pause_count,answer_change_count,session_duration_sec,audio_duration_ms,audio_rms_energy,audio_zero_crossing_rate,audio_spectral_centroid_hz,audio_spectral_rolloff_hz,audio_spectral_flatness,audio_tempo_bpm,audio_speech_rate_syl_per_sec,audio_mfcc_1,audio_mfcc_2,audio_mfcc_3,audio_mfcc_4,audio_mfcc_5,audio_mfcc_6,audio_mfcc_7,audio_mfcc_8,audio_mfcc_9,audio_mfcc_10,audio_mfcc_11,audio_mfcc_12,audio_mfcc_13,audio_delta_mfcc_1,audio_delta_mfcc_2,audio_delta_mfcc_3,audio_delta_mfcc_4,audio_delta_mfcc_5,audio_delta_mfcc_6,audio_delta_mfcc_7,audio_delta_mfcc_8,audio_delta_mfcc_9,audio_delta_mfcc_10,audio_delta_mfcc_11,audio_delta_mfcc_12,audio_delta_mfcc_13,audio_class_id,audio_is_suspicious,eye_left_pupil_x,eye_left_pupil_y,eye_right_pupil_x,eye_right_pupil_y,eye_iris_left_offset_x,eye_iris_left_offset_y,eye_iris_right_offset_x,eye_iris_right_offset_y,eye_head_yaw_deg,eye_head_pitch_deg,eye_blink_rate_per_min,eye_fixation_duration_ms,eye_saccade_velocity,eye_looking_away,face_recog_cosine_similarity,face_recog_euclidean_distance,face_recog_is_match,expression_face_width,expression_face_height,expression_mouth_open_ratio,expression_eye_openness_left,expression_eye_openness_right,expression_eyebrow_raise_left,expression_eyebrow_raise_right,expression_AU1,expression_AU2,expression_AU3,expression_AU4,expression_AU5,expression_AU6,expression_AU7,expression_AU8,expression_AU9,expression_AU10,expression_AU11,expression_AU12,expression_AU13,expression_AU14,expression_AU15,expression_AU16,expression_AU17,expression_emotion_id,expression_confidence,object_total_objects_detected,object_suspicious_object_count,object_avg_detection_confidence,object_phone_detected_flag,pose_shoulder_width_px,pose_head_tilt_angle,pose_torso_lean_angle,pose_hand_near_face,pose_movement_velocity,pose_nose_x,pose_nose_y,pose_nose_conf,pose_left_eye_x,pose_left_eye_y,pose_left_eye_conf,pose_right_eye_x,pose_right_eye_y,pose_right_eye_conf,pose_left_ear_x,pose_left_ear_y,pose_left_ear_conf,pose_right_ear_x,pose_right_ear_y,pose_right_ear_conf,pose_left_shoulder_x,pose_left_shoulder_y,pose_left_shoulder_conf,pose_right_shoulder_x,pose_right_shoulder_y,pose_right_shoulder_conf,pose_left_elbow_x,pose_left_elbow_y,pose_left_elbow_conf,pose_right_elbow_x,pose_right_elbow_y,pose_right_elbow_conf,pose_left_wrist_x,pose_left_wrist_y,pose_left_wrist_conf,pose_right_wrist_x,pose_right_wrist_y,pose_right_wrist_conf,pose_label_id,pose_is_suspicious,gaze_away_ratio,obj_suspicion_ratio
10,90,3,severe_cheating,13,62.7,10,53.7,4,1,8,5,7,9,1,0,4,1791.0,491.0,0.04955,0.1228,1805.2,3638.2,0.1154,122.4,2.29,-5.018,7.268,4.341,-0.971,4.5,24.76,-9.688,-7.688,-12.869,10.253,-16.448,10.907,7.315,0.078,-1.575,1.915,-0.525,-0.749,1.58,-0.962,-1.395,-0.68,1.968,-1.215,0.829,-1.081,1,1,0.5526,0.5185,0.6154,0.5175,0.0342,-0.0115,0.1059,-0.017,6.11,-0.68,12.2,273.5,181.4,0,0.9051,0.2837,1,98.0,122.2,0.103,0.29,0.399,0.681,0.665,0.569,0.195,0.166,0.0,0.688,0.093,0.0,0.459,0.174,0.269,0.066,0.049,0.093,0.0,0.018,0.312,0.075,1,0.799,1,1,0.9478,1,127.8,7.98,1.07,0,0.5,0.5087,0.2938,0.896,0.4832,0.2756,0.798,0.524,0.2732,0.824,0.5667,0.3406,0.844,0.467,0.3102,0.736,0.4805,0.2671,0.981,0.4693,0.3285,0.802,0.4704,0.3305,0.801,0.5455,0.3261,0.77,0.4712,0.2957,0.892,0.4423,0.2312,1.032,0,0,0.03500837520938024,1.0
11,19,1,minor_infractions,5,18.5,4,38.8,1,0,2,0,3,2,0,0,2,1780.0,503.0,0.00701,0.207,2944.3,4303.2,0.2869,111.1,1.03,40.783,10.412,2.139,29.786,4.995,-43.778,2.15,-9.129,28.811,34.466,-0.589,5.914,-24.378,3.26,0.876,-0.117,4.353,0.533,-4.484,1.571,-1.353,2.24,4.489,0.052,-0.113,-2.541,2,1,0.4416,0.5457,0.5014,0.5465,-0.0606,0.1498,-0.0862,0.1635,-7.86,16.21,16.1,175.5,357.7,1,0.9263,0.2727,1,125.3,165.1,0.041,0.341,0.363,0.351,0.228,0.211,0.172,0.168,0.277,0.087,0.014,0.0,0.0,0.175,0.067,0.143,0.182,0.025,0.159,0.103,0.0,0.099,3,0.713,2,2,0.9251,1,166.8,-13.87,0.95,0,2.525,0.5451,0.2444,0.792,0.5211,0.1523,0.932,0.4546,0.2731,0.984,0.5036,0.2821,0.973,0.5872,0.3107,0.887,0.5692,0.19,0.859,0.5,0.3299,0.775,0.5202,0.2541,0.841,0.504,0.2793,0.896,0.4467,0.2089,0.787,0.52,0.3104,0.755,4,1,0.010393258426966293,1.0
12,38,1,minor_infractions,7,29.2,4,48.8,0,1,2,1,1,2,0,1,1,1639.0,470.0,0.01082,0.2037,2964.3,4834.6,0.2752,118.7,1.58,13.681,-11.862,9.295,-3.488,6.245,11.598,-8.687,-17.102,-6.936,5.486,13.126,2.824,-12.952,1.377,-1.688,2.529,-1.282,1.236,1.683,-0.593,-2.348,-0.77,0.416,3.107,1.175,-2.399,2,1,0.5086,0.5255,0.5692,0.5281,0.0361,-0.0221,-0.0223,-0.0059,1.22,-1.18,12.7,319.6,269.7,0,0.9607,0.1747,1,142.3,130.4,0.157,0.338,0.359,0.335,0.253,0.162,0.0,0.07,0.467,0.067,0.195,0.224,0.028,0.019,0.179,0.029,0.0,0.255,0.024,0.048,0.092,0.0,3,0.859,2,1,0.82335,1,153.6,-11.58,-0.74,1,1.729,0.5018,0.2873,1.073,0.5346,0.3548,0.903,0.4681,0.3912,1.064,0.501,0.3822,0.768,0.428,0.271,0.882,0.5222,0.3707,0.969,0.4763,0.3117,0.877,0.5201,0.4252,0.808,0.5328,0.3073,0.854,0.4949,0.3953,0.863,0.482,0.337,0.94,5,1,0.01781574130567419,0.5
13,27,1,minor_infractions,2,6.7,3,3.7,1,0,2,0,3,1,0,3,1,1859.0,549.0,0.00225,0.0245,550.8,680.7,0.1426,125.6,1.06,-1.088,0.273,-14.282,9.353,-15.44,3.993,-13.657,4.782,11.7,46.243,24.274,-19.179,7.544,1.049,-1.545,0.267,0.317,-1.048,0.169,-2.947,-0.029,1.438,5.686,3.286,-2.665,1.148,0,0,0.5466,0.427,0.609,0.4259,0.043,-0.3065,0.013,-0.2915,4.86,-30.16,13.2,323.2,190.1,0,0.8988,0.3401,1,121.1,123.7,0.361,0.255,0.317,0.44,0.084,0.827,0.533,0.225,0.281,0.679,0.292,0.527,0.55,0.264,0.531,0.395,0.268,0.618,0.662,0.268,0.122,0.368,5,1.029,3,1,0.8731333333333334,1,152.8,-0.4,17.8,0,0.288,0.2687,0.3551,0.841,0.2619,0.3708,0.794,0.3272,0.348,0.919,0.3536,0.4119,0.955,0.3063,0.3682,0.829,0.4197,0.3959,0.969,0.3251,0.3473,0.947,0.2688,0.3868,1.009,0.3519,0.327,0.782,0.3293,0.3571,0.849,0.3474,0.3458,0.789,1,0,0.003604088219472835,0.3333333333333333
14,22,1,minor_infractions,4,24.6,1,12.2,1,1,3,0,3,1,0,0,6,1545.0,488.0,0.00696,0.2234,1655.7,2759.3,0.2836,128.7,0.43,-33.762,-17.719,-18.555,-8.978,2.953,10.425,-6.766,1.077,-30.345,-10.574,21.247,31.082,9.701,-2.532,-3.456,-1.686,-1.816,-0.507,-0.985,-0.454,-1.792,-4.159,-1.082,2.501,3.396,1.437,3,0,0.3643,0.5004,0.4284,0.4955,-0.2385,0.0536,-0.2837,-0.0154,-31.08,2.98,20.2,156.6,446.3,1,0.8673,0.5037,1,107.2,147.2,0.266,0.298,0.235,0.583,0.479,0.038,0.777,0.55,0.108,0.125,0.263,0.0,0.149,0.111,0.059,0.351,0.138,0.121,0.115,0.807,0.608,0.32,4,0.845,2,1,0.7733,1,128.7,-7.6,14.46,0,1.642,0.3577,0.3467,0.866,0.3036,0.4402,0.928,0.3163,0.4151,0.941,0.3097,0.4036,0.848,0.3395,0.2869,0.835,0.314,0.4538,0.913,0.2584,0.3462,0.857,0.3708,0.4765,0.963,0.3602,0.4242,0.936,0.3734,0.3801,0.911,0.3982,0.4166,1.062,1,0,0.015922330097087378,0.5
15,68,2,moderate_cheating,5,26.1,8,78.8,0,2,3,3,6,3,1,5,1,2098.0,390.0,0.00205,0.0815,390.3,1429.4,0.0996,113.3,0.43,-20.5,-19.346,0.038,-16.29,-6.159,-19.919,21.22,17.501,3.223,-1.426,25.459,-7.443,-1.813,-2.352,-1.414,0.463,-1.556,-0.324,-1.883,1.834,1.398,-0.222,-0.083,2.606,-1.32,0.137,0,0,0.3551,0.5205,0.4154,0.5117,-0.1912,0.0605,-0.2362,0.0463,-22.02,5.69,10.4,215.3,284.8,1,0.4975,0.9547,0,123.6,131.1,0.123,0.306,0.286,0.458,0.345,0.263,0.006,0.099,0.458,0.0,0.134,0.0,0.0,0.0,0.053,0.078,0.054,0.095,0.067,0.1,0.079,0.095,3,0.889,4,1,0.8302,1,149.6,11.63,1.08,0,2.038,0.4789,0.2976,0.952,0.4538,0.2614,0.943,0.4885,0.2939,0.913,0.4715,0.2921,0.83,0.5005,0.2487,0.925,0.5165,0.2861,0.938,0.4896,0.3366,1.009,0.5197,0.365,0.908,0.497,0.2218,0.878,0.5282,0.2773,0.931,0.4141,0.2864,0.918,6,1,0.01244041944709247,0.25
16,87,3,severe_cheating,27,150.4,11,165.2,3,3,11,10,13,8,1,0,4,2220.0,423.0,0.00188,0.0432,544.3,1369.2,0.0813,114.3,1.17,-14.818,8.534,-1.676,5.642,-9.772,1.756,23.397,2.336,19.369,-13.97,-20.14,6.753,14.141,-1.833,1.6,-2.479,-0.563,0.365,0.303,0.789,0.75,0.617,-1.872,-3.138,1.663,1.797,0,0,0.5456,0.4403,0.5976,0.4381,0.0626,-0.1491,-0.0013,-0.1591,3.78,-15.84,16.2,456.3,244.9,0,0.8672,0.2255,1,129.7,137.2,0.187,0.297,0.262,0.604,0.639,0.0,0.711,0.807,0.051,0.072,0.12,0.084,0.054,0.0,0.14,0.098,0.125,0.059,0.166,0.714,0.747,0.381,4,1.025,1,1,0.9052,0,168.6,8.53,3.27,0,-0.089,0.478,0.2629,0.862,0.5458,0.2324,0.841,0.5104,0.2164,0.884,0.5041,0.2439,0.798,0.5059,0.2989,0.736,0.4469,0.2336,0.828,0.5128,0.296,0.946,0.4917,0.2827,0.829,0.4491,0.3078,0.95,0.4309,0.2569,0.874,0.4751,0.2084,1.012,0,0,0.06774774774774775,1.0
17,12,0,honest,0,0.0,2,10.2,0,0,1,0,0,0,0,3,5,2019.0,451.0,0.02992,0.0965,2404.6,3114.2,0.1391,119.0,3.9,10.257,-8.532,5.917,4.944,4.688,-29.969,30.086,-14.904,2.926,-3.855,-11.343,-0.266,-17.538,1.778,-2.137,1.579,-0.857,-0.165,-1.799,0.679,-1.96,0.185,1.414,-1.942,1.427,-1.016,1,1,0.5294,0.5634,0.5962,0.5574,0.0136,0.3167,0.0268,0.2945,2.47,30.87,8.8,334.3,256.9,0,0.969,0.2767,1,124.0,115.9,0.316,0.465,0.436,0.329,0.345,0.73,0.792,0.044,0.078,0.732,0.158,0.682,0.689,0.21,0.348,0.507,0.292,0.554,0.629,0.302,0.033,0.492,5,0.949,1,1,0.8198,0,151.7,16.95,16.7,0,0.627,0.306,0.3259,0.89,0.3371,0.3042,0.929,0.3643,0.3457,0.982,0.218,0.3162,0.874,0.3128,0.2745,0.956,0.3546,0.3659,0.981,0.3507,0.4069,0.85,0.2798,0.3146,0.846,0.3265,0.3061,0.835,0.2795,0.3606,1.018,0.3319,0.4142,0.95,1,0,0.0,1.0
18,12,0,honest,0,0.0,2,23.7,0,0,0,0,1,0,0,0,1,1841.0,473.0,0.01373,0.178,3114.2,4374.4,0.318,121.5,2.36,-10.987,-0.47,-0.442,-1.133,-20.484,4.412,-2.338,44.396,-0.722,-12.528,0.589,-13.236,-10.818,-1.967,-1.061,-0.159,-2.274,-1.556,-1.085,1.633,3.633,-0.708,-2.307,-0.287,-1.48,-1.406,2,1,0.4698,0.5722,0.5285,0.5763,-0.0124,0.1489,-0.082,0.1753,-1.25,15.67,16.2,199.5,414.4,1,0.4496,1.4315,0,133.2,142.9,0.182,0.418,0.293,0.021,0.173,0.132,0.0,0.069,0.289,0.115,0.0,0.005,0.145,0.17,0.182,0.327,0.0,0.056,0.148,0.068,0.113,0.115,3,0.979,2,1,0.7608,0,144.6,-4.76,4.27,0,0.921,0.4995,0.5178,0.85,0.4481,0.4839,0.796,0.5033,0.5366,0.743,0.5054,0.4958,0.855,0.5148,0.4336,0.981,0.4954,0.4442,0.853,0.475,0.4703,0.827,0.5179,0.4892,0.798,0.5528,0.4513,0.896,0.4214,0.477,0.906,0.5275,0.5257,0.795,3,0,0.0,0.5
19,4,0,honest,0,0.0,2,2.4,0,0,0,0,1,0,0,0,2,1813.0,539.0,0.01276,0.2188,3120.7,4871.1,0.3613,109.6,2.23,-12.301,-1.202,4.189,-18.169,-16.702,28.108,19.462,7.942,-0.946,-13.673,-0.717,-9.356,22.166,-1.39,0.291,0.732,-1.626,-3.764,3.574,-1.024,0.368,-2.772,-1.442,-1.379,-1.38,2.796,2,1,0.6488,0.513,0.711,0.5169,0.3342,0.0152,0.323,0.0588,36.11,6.03,14.7,217.3,338.4,1,0.4167,1.3807,0,106.2,160.9,0.115,0.428,0.431,0.237,0.261,0.115,0.146,0.124,0.113,0.127,0.014,0.218,0.103,0.183,0.01,0.029,0.129,0.128,0.1,0.225,0.0,0.105,0,0.96,1,0,0.8886,0,163.4,-2.07,11.59,0,1.237,0.3547,0.4338,0.978,0.3514,0.3282,0.835,0.3283,0.3637,0.954,0.361,0.3566,0.867,0.3017,0.3895,0.721,0.4177,0.3561,0.888,0.3939,0.4144,0.839,0.3746,0.3688,0.878,0.3334,0.2617,0.905,0.2969,0.4341,0.832,0.3224,0.3352,0.963,1,0,0.0,0.0
20,30,1,minor_infractions,2,11.3,4,34.1,0,0,1,1,2,0,0,0,8,1602.0,448.0,0.03664,0.1124,2196.5,3228.4,0.1258,123.1,2.57,33.035,-20.897,-21.474,16.717,7.09,9.996,19.458,-5.148,23.636,23.639,-12.273,15.941,10.067,3.008,-2.997,-4.29,1.893,-1.184,1.231,2.481,-0.1,2.656,1.513,-0.128,2.188,1.699,1,1,0.564,0.634,0.6238,0.6311,0.1279,0.2881,0.1138,0.3,13.06,27.46,17.1,152.6,398.8,1,0.8738,0.339,1,117.4,141.2,0.354,0.361,0.227,0.789,0.625,0.169,0.745,0.655,0.088,0.041,0.184,0.21,0.065,0.294,0.204,0.166,0.0,0.057,0.219,0.915,0.712,0.306,4,0.803,1,0,0.9297,0,160.7,-4.97,4.5,0,0.963,0.4421,0.302,0.902,0.5061,0.3301,0.86,0.5101,0.3051,1.008,0.4326,0.2501,0.931,0.5486,0.2758,0.919,0.5118,0.222,0.881,0.4659,0.2232,0.864,0.5018,0.2504,0.888,0.4191,0.2513,0.882,0.4736,0.2544,0.979,0.4509,0.2805,0.834,0,0,0.007053682896379526,0.0
21,63,2,moderate_cheating,15,61.6,8,77.5,0,0,3,3,3,4,1,0,0,1724.0,472.0,0.00214,0.0726,655.8,513.4,0.0934,126.6,1.81,0.539,-17.515,-16.744,-8.538,-10.108,10.146,9.147,-5.647,-21.325,11.76,12.315,5.325,-27.486,-0.311,-1.244,-0.806,-1.528,1.507,2.351,1.714,-1.437,-2.291,2.459,2.332,0.776,-2.347,0,0,0.5684,0.512,0.6288,0.5129,0.081,0.0327,0.1421,0.0151,10.93,3.51,11.0,369.7,201.9,0,0.9109,0.4542,1,103.6,124.0,0.196,0.299,0.375,0.176,0.304,0.832,0.62,0.063,0.075,0.635,0.0,0.106,0.277,0.12,0.218,0.161,0.07,0.414,0.458,0.717,0.187,0.119,2,0.729,3,2,0.9133,1,148.7,0.32,13.05,0,0.298,0.3018,0.3317,0.84,0.2887,0.3322,0.879,0.3177,0.313,0.863,0.3195,0.3634,0.838,0.2914,0.3308,0.805,0.3349,0.3466,1.088,0.2854,0.3582,0.878,0.2702,0.2974,0.833,0.352,0.3715,0.878,0.3467,0.2786,0.945,0.2455,0.3511,0.897,1,0,0.0357308584686775,0.6666666666666666
22,1,0,honest,1,3.9,0,0.0,0,0,1,0,0,0,0,0,0,1956.0,492.0,0.00776,0.2004,1586.9,2294.5,0.3546,119.9,0.69,10.177,11.578,-22.652,-16.995,-18.679,-6.6,11.969,25.863,30.929,14.06,-16.564,-22.983,7.643,1.031,0.467,-2.99,-1.193,-0.655,-1.458,1.573,2.69,3.837,1.576,-2.345,-2.396,0.87,3,0,0.5566,0.5314,0.6181,0.5335,0.0674,0.1972,0.0941,0.1192,8.27,15.72,16.7,179.6,400.1,1,0.8589,0.2192,1,131.2,145.7,0.288,0.439,0.359,0.64,0.587,0.003,0.843,0.679,0.0,0.145,0.117,0.0,0.203,0.014,0.0,0.203,0.058,0.0,0.043,0.741,0.593,0.178,4,0.82,1,0,1.0,0,153.4,7.84,17.72,0,1.24,0.3018,0.3074,0.93,0.2541,0.4041,0.9,0.2734,0.3729,0.837,0.3373,0.3312,0.852,0.3955,0.3732,0.862,0.3058,0.3653,0.718,0.3253,0.3621,0.799,0.3338,0.2967,0.95,0.3137,0.3677,0.916,0.3028,0.4114,0.951,0.337,0.3984,0.958,1,0,0.0019938650306748464,0.0
23,59,2,moderate_cheating,13,75.8,9,141.0,2,0,4,1,6,3,1,2,2,1714.0,520.0,0.00227,0.0484,502.1,813.3,0.0455,89.1,1.54,24.126,11.049,9.637,-13.764,8.828,-6.802,5.46,-10.814,15.12,0.148,-0.852,-4.972,-1.975,2.974,1.36,0.772,-2.343,0.408,-0.446,-0.677,-1.053,0.047,-0.269,-0.76,-1.924,0.053,0,0,0.5059,0.5748,0.5639,0.5838,0.0202,0.2818,0.0318,0.249,3.73,24.57,11.5,346.2,128.4,0,0.2676,1.4188,0,111.0,153.3,0.052,0.332,0.332,0.28,0.401,0.825,0.575,0.088,0.088,0.578,0.1,0.245,0.302,0.084,0.149,0.238,0.2,0.234,0.482,0.606,0.227,0.102,2,0.744,1,1,0.862,0,141.7,-5.91,4.71,0,2.263,0.4514,0.393,0.937,0.596,0.2374,0.904,0.455,0.409,0.89,0.434,0.3656,0.806,0.4429,0.4065,0.958,0.617,0.4257,0.87,0.4744,0.297,0.748,0.5064,0.4078,0.855,0.4859,0.3354,0.888,0.5012,0.3852,0.917,0.4838,0.36,0.858,6,1,0.04422403733955659,1.0
24,1,0,honest,0,0.0,1,17.3,0,0,1,0,1,0,0,1,5,1745.0,555.0,0.00185,0.0207,644.8,670.8,0.0781,106.0,1.02,-16.306,-5.778,6.872,-7.929,0.765,2.669,2.575,1.27,-17.868,15.157,3.345,4.893,35.595,-1.832,-0.395,0.646,0.095,0.967,0.45,-0.596,-0.999,-2.259,1.546,-1.952,1.25,1.348,0,0,0.5328,0.3813,0.5934,0.379,0.079,-0.3419,0.0579,-0.2772,5.15,-31.35,9.5,360.5,216.2,0,0.3293,1.2629,0,144.4,172.6,0.093,0.446,0.36,0.373,0.199,0.028,0.128,0.118,0.025,0.028,0.102,0.192,0.28,0.059,0.04,0.064,0.047,0.0,0.095,0.048,0.216,0.134,0,0.89,1,0,0.843,0,150.0,-8.25,8.7,1,1.583,0.5147,0.2536,0.867,0.4981,0.3924,0.85,0.5319,0.3028,0.863,0.5309,0.323,1.086,0.5336,0.338,0.926,0.5139,0.3469,0.748,0.4728,0.2843,0.924,0.4605,0.3184,0.854,0.458,0.2819,0.766,0.4946,0.2838,0.91,0.4753,0.2834,0.723,5,1,0.0,0.0
25,86,3,severe_cheating,20,75.7,20,142.7,1,1,14,5,7,5,1,1,0,1906.0,428.0,0.03499,0.1565,2344.7,3784.0,0.0282,94.7,2.98,11.619,-3.096,11.912,21.325,-13.51,13.16,-32.038,-24.313,-24.116,8.897,-9.395,-14.715,9.889,2.763,0.475,0.894,1.66,-2.006,0.661,-2.893,-2.589,-2.454,0.237,-2.169,-1.278,0.313,1,1,0.4649,0.4911,0.5268,0.4918,-0.0529,-0.0517,-0.0363,-0.0116,-3.45,-2.16,9.8,450.8,228.3,0,0.8785,0.3199,1,93.5,145.9,0.079,0.33,0.461,0.364,0.319,0.12,0.196,0.151,0.027,0.095,0.056,0.186,0.146,0.007,0.0,0.0,0.155,0.17,0.121,0.012,0.0,0.179,0,0.808,1,0,0.8548,0,156.1,8.23,4.63,1,2.654,0.5268,0.4189,0.809,0.5166,0.358,0.772,0.5475,0.3753,1.016,0.4852,0.3983,0.88,0.5311,0.4563,0.837,0.5731,0.3252,0.917,0.5231,0.382,0.863,0.5327,0.26,0.869,0.5444,0.4156,0.857,0.5324,0.3847,0.831,0.4575,0.3989,0.875,5,1,0.03971668415529906,0.0
26,88,3,severe_cheating,19,105.2,9,50.3,1,4,11,9,12,5,0,3,4,1543.0,498.0,0.00123,0.0643,653.6,768.4,0.1245,127.9,1.46,-11.24,15.728,-5.315,22.675,15.606,2.922,2.543,11.501,-6.36,-7.85,14.999,-3.996,-3.468,1.053,2.213,-0.619,1.219,0.824,1.151,1.905,1.6,-1.197,-2.215,0.519,0.14,-1.056,0,0,0.6874,0.5416,0.74,0.5449,0.3783,0.1175,0.3693,0.0909,38.9,9.24,13.0,182.3,398.8,1,0.5541,0.7897,0,106.0,126.7,0.241,0.325,0.344,0.729,0.476,0.121,0.884,0.665,0.0,0.133,0.0,0.191,0.064,0.0,0.027,0.2,0.237,0.0,0.0,1.0,0.52,0.0,4,0.705,2,0,0.919,0,189.7,-4.47,15.77,0,1.197,0.3219,0.2267,0.837,0.3878,0.2636,0.882,0.384,0.2768,0.824,0.4089,0.2612,0.907,0.3434,0.2285,0.785,0.3814,0.2785,0.76,0.3486,0.2629,0.944,0.3737,0.2748,0.822,0.4096,0.2961,0.81,0.3613,0.2899,0.796,0.329,0.3202,0.9,1,0,0.06817887232663643,0.0
27,55,2,moderate_cheating,12,26.4,5,74.2,0,0,6,1,3,2,1,3,0,1589.0,505.0,0.05035,0.0773,2130.5,3358.0,-0.0321,127.2,2.43,2.117,21.76,7.365,23.666,-25.102,25.483,14.535,-6.287,5.923,3.719,-1.463,-0.285,-1.712,1.521,1.989,0.401,3.528,-1.455,2.088,0.321,0.04,0.015,0.374,0.912,-0.272,-0.096,1,1,0.4539,0.549,0.5106,0.5379,0.0159,0.1695,-0.0178,0.1396,-0.45,14.5,10.7,398.1,144.1,0,0.9368,0.4421,1,97.8,139.1,0.261,0.294,0.301,0.633,0.43,0.009,0.726,0.729,0.143,0.029,0.103,0.175,0.11,0.006,0.0,0.146,0.156,0.149,0.078,0.595,0.54,0.371,4,0.741,2,1,0.95885,0,154.1,16.3,12.04,0,1.566,0.4607,0.2423,0.834,0.6074,0.3214,0.885,0.5267,0.3219,0.977,0.473,0.31,0.958,0.4636,0.2873,0.907,0.4474,0.2336,0.878,0.5076,0.2191,0.868,0.4334,0.2581,0.855,0.4468,0.2742,0.829,0.4637,0.3005,0.818,0.4067,0.2696,0.974,0,0,0.016614222781623663,0.5
28,52,2,moderate_cheating,5,28.2,5,45.4,1,0,3,3,6,1,0,3,6,1765.0,451.0,0.00193,0.0698,693.0,732.2,0.0657,99.6,2.62,7.4,-1.67,14.64,9.721,-15.314,6.74,-4.265,6.185,-4.834,15.896,-18.712,2.208,24.631,0.625,-0.253,2.283,2.951,-0.097,0.53,-1.618,1.662,-1.231,2.64,-0.213,-0.606,2.69,0,0,0.4615,0.5892,0.5111,0.5949,-0.0871,0.1944,-0.0808,0.2219,-6.81,23.31,14.9,199.6,380.5,1,0.2747,1.8336,0,121.7,122.2,0.142,0.336,0.295,0.763,0.72,0.567,0.266,0.226,0.019,0.531,0.082,0.126,0.312,0.176,0.169,0.043,0.098,0.0,0.108,0.12,0.36,0.142,1,0.831,2,1,0.837,0,163.5,14.0,9.56,0,1.184,0.3686,0.2684,0.886,0.2868,0.3177,0.822,0.3282,0.3616,0.961,0.3553,0.3495,0.851,0.3788,0.3145,0.874,0.417,0.3533,0.911,0.3176,0.3462,0.858,0.3533,0.3324,0.91,0.3412,0.3106,0.956,0.3213,0.3617,0.653,0.4597,0.3009,0.866,1,0,0.015977337110481587,0.5
29,24,1,minor_infractions,7,31.9,3,23.3,1,0,1,0,1,0,0,5,5,1936.0,485.0,0.00205,0.1154,523.3,524.0,0.1047,90.7,1.16,18.681,13.289,15.467,18.983,-9.377,-3.277,-7.23,5.756,3.445,30.02,6.675,10.046,1.22,2.746,0.939,2.114,2.582,-0.276,-1.159,-1.643,0.401,0.905,3.925,-0.207,2.179,-1.132,0,0,0.5321,0.5266,0.5948,0.5177,0.08,0.1901,0.0744,0.1497,8.25,15.85,9.9,314.2,104.7,0,0.3527,1.2628,0,119.3,128.8,0.051,0.366,0.26,0.659,0.572,0.481,0.353,0.097,0.25,0.434,0.277,0.047,0.296,0.173,0.088,0.051,0.271,0.0,0.0,0.025,0.33,0.199,1,0.93,2,2,0.8656,1,167.1,1.75,19.11,0,1.252,0.711,0.3126,0.67,0.693,0.3415,0.838,0.6444,0.2917,0.885,0.621,0.3523,0.768,0.6572,0.3138,0.783,0.7159,0.3167,1.037,0.6653,0.3409,0.92,0.6743,0.2424,0.762,0.7005,0.3049,0.888,0.6313,0.2292,0.98,0.6993,0.3801,0.907,2,0,0.016477272727272726,1.0
30,14,0,honest,1,6.3,0,0.0,0,0,0,0,1,0,0,4,6,1590.0,519.0,0.01012,0.1739,2937.6,5208.8,0.2434,98.1,2.16,-0.408,1.797,-2.975,-17.822,-18.672,22.771,4.696,-19.336,-10.667,5.755,-2.756,3.707,39.556,0.081,0.252,-0.024,-2.612,-1.034,3.016,1.004,-2.193,-1.894,-0.083,-1.236,1.157,4.221,2,1,0.5115,0.4663,0.5719,0.4673,0.0355,-0.0379,0.0393,-0.0669,3.48,-6.06,8.4,386.1,242.3,0,0.405,1.0438,0,120.1,125.4,0.093,0.235,0.344,0.578,0.696,0.483,0.14,0.0,0.001,0.543,0.197,0.234,0.407,0.049,0.002,0.073,0.156,0.086,0.02,0.11,0.228,0.169,1,0.831,1,1,1.0,0,152.7,-8.91,9.49,0,1.526,0.619,0.3811,0.854,0.5316,0.4038,0.924,0.5222,0.347,0.78,0.6506,0.3568,0.867,0.5796,0.3308,0.994,0.6134,0.39,0.862,0.574,0.3125,0.835,0.5574,0.3567,0.857,0.5804,0.3782,0.833,0.6371,0.3028,0.943,0.5825,0.4293,0.917,2,0,0.003962264150943396,1.0
